1	0	1	-0.18829	0.93035	-0.36156	-0.10868	-0.93597	1	-0.04549	0.50874	-0.67743	0.34432	-0.69707	-0.51685	-0.97515	0.05499	-0.62237	0.33109	-1	-0.13151	-0.45300	-0.18056	-0.35734	-0.20332	-0.26569	-0.20468	-0.18401	-0.19040	-0.11593	-0.16626	-0.06288	-0.13738	-0.02447
1	0	1	-0.45161	1	1	0.71216	-1	0	0	0	0	0	0	-1	0.14516	0.54094	-0.39330	-1	-0.54467	-0.69975	1	0	0	1	0.90695	0.51613	1	1	-0.20099	0.25682	1	-0.32382	1
1	0	0.02337	-0.00592	-0.09924	-0.11949	-0.00763	-0.11824	0.14706	0.06637	0.03786	-0.06302	0	0	-0.04572	-0.15540	-0.00343	-0.10196	-0.11575	-0.05414	0.01838	0.03669	0.01519	0.00888	0.03513	-0.01535	-0.03240	0.09223	-0.07859	0.00732	0	0	-0.00039	0.12011
0	0	0	0	0	0	1	-1	0	0	-1	-1	0	0	0	0	1	1	-1	-1	0	0	0	0	1	1	1	1	0	0	1	1	0	0
1	0	-0.01864	-0.08459	0	0	0	0	0.11470	-0.26810	-0.45663	-0.38172	0	0	-0.33656	0.38602	-0.37133	0.15018	0.63728	0.22115	0	0	0	0	-0.14803	-0.01326	0.20645	-0.02294	0	0	0.16595	0.24086	-0.08208	0.38065
1	0	1	-0.54210	1	-1	1	-1	1	0.36217	1	-0.41119	1	1	1	-1	1	-0.29354	1	-0.93599	1	1	1	1	1	-0.40888	1	-0.62745	1	-1	1	-1	1	-1
1	0	1	-0.86701	1	0.22280	0.85492	-0.39896	1	-0.12090	1	0.35147	1	0.07772	1	-0.14767	1	-1	1	-1	0.61831	0.15803	1	0.62349	1	-0.17012	1	0.35924	1	-0.66494	1	0.88428	1	-0.18826
1	0	0.50932	-0.93996	1	0.26708	-0.03520	-1	1	-1	0.43685	-1	0	0	-1	-0.34265	-0.37681	0.03623	1	-1	0	0	0	0	-0.16253	0.92236	0.39752	0.26501	0	0	1	0.23188	0	0
0	0	0	0	-1	-1	1	1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1
0	0	1	-1	0	0	0	0	1	1	1	-1	-0.71875	1	0	0	-1	1	1	1	-1	1	1	0.56250	-1	1	1	1	1	-1	1	1	1	1
0	0	1	1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	1	-1	1	0	0	0	0	1	-1	-1	1	-1	1	-1	1
0	0	-1	1	0	0	0	0	-1	1	1	1	0	0	0	0	1	-1	-1	1	1	1	0	0	-1	-1	1	-1	1	1	-1	1	0	0
1	0	1	0.57820	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-0.62796	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1
0	0	-1	-1	0	0	-1	1	1	-0.37500	0	0	0	0	0	0	1	-1	-1	-1	1	-1	0	0	1	-1	-1	1	-1	-1	0	0	-1	1
0	0	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	0	0	1	1	-1	-1	1	-1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1
1	0	1	-1	1	1	1	-1	1	-1	1	-1	1	-0.01840	1	-1	1	1	1	-0.85583	1	1	1	-1	0	0	1	1	1	-0.79141	1	1	1	1
1	0	0.71253	-0.02595	0.41287	-0.23067	0.98019	-0.09473	0.99709	-0.10236	1	-0.10951	0.58965	1	0.83726	-1	0.82270	-0.17863	0.80760	-0.28257	-0.25914	0.92730	0.51933	0.05456	0.65493	-0.20392	0.93124	-0.41307	0.63811	-0.21901	0.86136	-0.87354	-0.23186	-1
1	0	0.66161	-1	1	1	1	-0.67321	0.80893	-0.40446	1	-1	1	-0.89375	1	0.73393	0.17589	0.70982	1	0.78036	1	0.85268	1	-1	1	0.85357	1	-0.08571	0.95982	-0.36250	1	0.65268	1	0.34732
0	0	1	1	1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	0	0
1	0	1	0.02461	0.99672	0.04861	0.97545	0.07143	0.61745	-1	0.91036	0.11147	0.88462	0.53640	0.82077	0.14137	0.76929	0.15189	1	0.41003	0.65850	0.16371	0.60138	0.16516	0.54446	0.16390	0.48867	0.16019	0.43481	0.15436	0.38352	0.14677	1	1
1	0	-1	-1	1	1	1	-0.14375	0	0	-1	1	1	1	0.17917	-1	-1	-1	0.08750	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	0	0
1	0	-0.64286	-1	1	0.82857	1	-1	1	-0.23393	1	0.96161	1	-0.37679	1	-1	1	0.13839	1	-1	1	-0.03393	-0.84286	1	0.53750	0.85714	1	1	1	-1	1	-1	1	-1
0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	-0.37500	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	1	1	0	0	0
1	0	0.94598	-0.02685	-1	0.26131	-0.36393	0.35639	0.69258	-0.63427	1	-0.03353	-0.29020	-0.00550	-0.54852	0.15452	0.91921	-0.46270	1	-0.50424	-0.29735	-0.31454	-0.73864	0.37361	0.83872	-0.46734	0.52208	-0.58130	1	-0.61393	-0.09634	0.20477	-0.06117	0.41913
1	0	0	0	1	0.51724	0	0	0.10991	-1	0	0	0	0	-1	-0.22414	-0.55711	-0.83297	0.76940	0.63147	0	0	0.53448	0.35668	-0.90302	0.44828	1	-1	-1	0.81573	0	0	0	0
0	0	1	1	1	-1	0	0	0	0	1	1	1	1	-1	-1	1	-1	-1	1	0	0	1	-1	1	-1	1	1	-1	-1	0	0	0	0
1	0	-0.67935	-1	-1	1	1	0.63317	0.03515	-1	-1	-1	1	1	0.88683	-1	-1	1	0.83840	1	1	-1	-1	-1	-0.18856	1	1	-1	-1	-1	-1	1	1	0.33611
1	0	0.08333	-0.20685	-1	1	-1	1	0.71875	0.47173	-0.82143	-0.62723	-1	-1	-1	1	-0.02753	0.59152	-0.42113	-0.42113	-0.74628	-1	-1	-0.46801	-1	0.23810	1	-1	-1	-0.38914	-1	-1	-1	0.61458
0	0	-1	1	1	-1	-1	1	0	0	1	1	-1	-0.18750	1	1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	1	1	1	0	0	-1	-1
1	0	0.17188	-1	-1	1	0	0	0	0	-1	1	0	0	-0.61354	-0.67708	0.80521	0.36146	0.51979	0.14375	0	0	-1	-0.27083	-0.84792	0.96250	1	1	-1	0.67708	0	0	0	0
1	0	0.01667	-0.35625	0	0	0	0	0	0	0	0	0	0	0.12292	-0.55000	0.22813	0.82813	1	-0.42292	0	0	0.08333	-1	-0.10625	-0.16667	1	-0.76667	-1	0.18854	0	0	1	-0.27292
1	0	0.63816	1	0.20833	-1	1	1	0.87719	0.30921	-0.66886	1	-0.05921	0.58772	0.01754	0.05044	-0.51535	-1	0.14254	-0.03289	0.32675	-0.43860	-1	1	0.80921	-1	1	-0.06140	1	1	0.20614	-1	1	1
1	0	0.84783	0.10598	1	0.39130	1	-1	0.66938	0.08424	1	0.27038	1	0.60598	1	0.35507	1	0.02672	0.58424	-0.43025	1	0.63496	0.89130	0.26585	0.91033	-0.33333	1	0.15942	0.37681	-0.01947	1	0.22464	1	0.37409
0	0	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	0.65625	0	0	1	-1
1	0	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	0.5	0	0	1	-1	1	-1
0	0	1	-1	1	1	-1	-1	1	-1	0	0	0	0	-1	1	1	-1	1	-1	-0.75000	1	1	-1	1	-1	1	-1	-1	-1	0	0	1	-1
1	0	0.69444	0.38889	0	0	-0.32937	0.69841	0	0	0	0	0	0	0.20635	-0.24206	0.21032	0.19444	0.46429	0.78175	0	0	0	0	0.73413	0.27381	0.76190	0.63492	0	0	0	0	0	0
0	0	1	1	0	0	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	0	0	1	-1
0	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	1
0	0	1	1	1	-1	1	1	-1	1	0	0	1	1	0	0	0	0	-1	1	-1	1	1	1	1	-1	1	1	1	1	1	-1	-1	1
